parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
12724594,1,,,3.0,3.0,,6,3.0,,,2472.0,2472,,,,,06037,,3,,,,2,33918283,-118097390,4969.0,,,,,,0100,261,NOR105,060375502.021008,53636,3101,,96193,0.0,,,,1,,,1954.0,,,241414.0,403446.0,2016,162032.0,5176.92,,,60375502021008
12724963,1,,,1.0,3.0,,6,1.0,,,1139.0,1139,,,,,06037,,1,,,,2,33918130,-118086395,5553.0,,,,,,0100,261,NOR105,060375502.025001,53636,3101,,96193,0.0,,,,1,,,1955.0,,,100901.0,312067.0,2016,211166.0,4035.26,,,60375502025001
12725040,,,,1.0,3.0,,4,1.0,,,1078.0,1078,,,,,06037,,1,,,,7,33922167,-118083917,5058.0,,,,,,0100,261,NOR105,060375502.022003,53636,3101,,96193,0.0,,,,1,,,1953.0,,,51474.0,116741.0,2016,65267.0,1832.63,,,60375502022003
12725148,,,,2.0,3.0,,6,2.0,,,1298.0,1298,,,,,06037,,2,,,,7,33919093,-118083052,6408.0,,,,,,0100,261,NOR105,060375502.022000,53636,3101,,96193,0.0,,,,1,,,1955.0,,,79733.0,280650.0,2016,200917.0,3677.99,,,60375502022000
12725317,,,,2.0,3.0,,4,2.0,,,1020.0,1020,,,,,06037,,2,,,,7,33922123,-118072539,5566.0,,,,,,0100,261,NOR105,060375501.004014,53636,3101,,96193,0.0,,,,1,,,1952.0,,,54348.0,114122.0,2016,59774.0,1673.23,,,60375501004014
12725417,1,,,1.0,3.0,,4,1.0,,,1192.0,1192,,,,,06037,,1,,,,2,33922162,-118076788,5791.0,1,,,,1,0101,261,NOR15000*,060375501.004006,53636,3101,,96193,0.0,,,,1,,,1949.0,,,89523.0,218492.0,2016,128969.0,2945.25,,,60375501004006
12725617,,,,1.0,3.0,,4,1.0,,,1312.0,1312,,,,,06037,,1,,,,7,33923928,-118080107,5022.0,,,,,,0100,261,NOR15000*,060375501.006009,53636,3101,,96193,0.0,,,,1,,,1949.0,,,147185.0,351730.0,2016,204545.0,4585.36,,,60375501006009
12725679,1,,,2.0,4.0,,6,2.0,,,1688.0,1688,,,,,06037,,2,,,,2,33919542,-118078239,5839.0,,,,,,0100,261,NOR105,060375501.006012,53636,3101,,96193,0.0,,,,1,,,1953.0,,,147034.0,255202.0,2016,108168.0,3478.47,,,60375501006012
12725816,,,,2.0,3.0,,6,2.0,,,1605.0,1605,,,,,06037,,2,,,,7,33918251,-118067519,5226.0,,,,,,0100,261,NOR15000*,060375500.001015,53636,3101,,96193,0.0,,,,1,,,1955.0,,,61842.0,98509.0,2016,36667.0,1561.39,,,60375500001015
12725885,1,,,3.0,4.0,,8,3.0,,,2178.0,2178,,,,,06037,,3,,,,2,33923841,-118069242,5423.0,,,,,,0100,261,NOR15000*,060375501.005000,53636,3101,,96193,0.0,,,,1,,,1955.0,,,206602.0,416667.0,2016,210065.0,5380.94,,,60375501005000
12725985,,,,2.0,3.0,,4,2.0,,,1628.0,1628,,,,,06037,,2,,,,2,33921738,-118068531,5259.0,,,,,,0100,261,NOR105,060375501.005009,53636,3101,,96193,0.0,,,,1,,,1955.0,,,106822.0,315462.0,2016,208640.0,4176.35,,,60375501005009
12726085,,,,1.0,3.0,,4,1.0,,,1111.0,1111,,,,,06037,,1,,,,7,33920303,-118069775,5348.0,,,,,,0100,261,NOR105,060375501.005007,53636,3101,,96193,0.0,,,,1,,,1955.0,,,85500.0,271949.0,2016,186449.0,3761.52,,,60375501005007
12726254,,,,3.0,2.0,,8,3.0,,,1202.0,1202,,,,,06037,,3,,,,2,33917700,-118067000,1098.0,,,,,,010D,269,NOR1-P/O(P,060375500.001026,53636,3101,,96193,0.0,,,,1,,,1988.0,,,129065.0,180738.0,2016,51673.0,2402.87,,,60375500001026
12726459,,,,2.0,2.0,,6,2.0,,,1080.0,1080,,,,,06037,,2,,,,2,33927400,-118048000,128690.0,1,,,,1,010C,266,SSR3PD*,060375030.001001,118225,3101,,96173,0.0,,,,1,,,1985.0,,,115257.0,182039.0,2016,66782.0,2385.84,,,60375030001001
12726520,,,,2.0,3.0,,6,2.0,,,1404.0,1404,,,,,06037,,2,,,,7,33925919,-118048405,12737.0,,,,,,0108,261,LCA1YY,060375030.002003,118225,3101,,96173,0.0,,,,1,,,1937.0,,,80000.0,400000.0,2016,320000.0,5103.37,,,60375030002003
12726589,,,,2.0,3.0,,4,2.0,,,1650.0,1650,,,,,06037,,2,,,,7,33927877,-118052082,10952.0,,,,,,0100,261,LCA1YY,060375030.002001,118225,3101,,96173,0.0,,,,1,,,1933.0,,,27105.0,49653.0,2016,22548.0,1051.68,,,60375030002001
12726612,,,,2.0,3.0,,6,2.0,,,1156.0,1156,,,,,06037,,2,,,,2,33926864,-118052154,5311.0,,,,,,0100,261,LCA1*,060375030.002001,118225,3101,,96173,0.0,,,,1,,,1982.0,,,73936.0,369684.0,2016,295748.0,4708.13,,,60375030002001
12727055,,,,2.0,3.0,,5,2.0,,,1092.0,1092,,,,,06037,,2,,,,7,33920920,-118047369,8530.0,,,,,,0100,261,LCA1*,060375030.003005,118225,3101,,96173,0.0,,,,1,,,1943.0,,,81777.0,327116.0,2016,245339.0,4227.61,Y,12,60375030003005
12727390,,,,1.0,3.0,,4,1.0,,,873.0,873,,,,,06037,,1,,,,7,33924053,-118040585,5542.0,,,,,,0100,261,LCA1YY,060375031.034000,118225,3101,,96173,0.0,,,,1,,,1952.0,,,95002.0,344806.0,2016,249804.0,4327.61,,,60375031034000
12727674,1,,,2.0,4.0,,6,2.0,,,2340.0,2340,,,,,06037,,2,,,,2,33920685,-118041325,8168.0,,,,,,0100,261,LCA1*,060375031.042026,118225,3101,,96173,0.0,,,,1,,,1993.0,,,103553.0,414213.0,2016,310660.0,5199.41,,,60375031042026
12727950,,,,1.0,3.0,,4,1.0,,,1111.0,1111,,,,,06037,,1,,,,7,33919935,-118037521,7096.0,,,,,,0100,261,LCA1YY,060375031.042014,118225,3101,,96173,0.0,,,,1,,,1955.0,,,85000.0,424000.0,2016,339000.0,5263.92,,,60375031042014
12728019,,,,1.0,3.0,,4,1.0,,,1220.0,1220,,,,,06037,,1,,,,7,33917431,-118034683,4913.0,,,,,,0100,261,LCA1*,060375031.051010,118225,3101,,96173,0.0,,,,1,,,1955.0,,,85484.0,386810.0,2016,301326.0,4827.15,,,60375031051010
12728217,,,,2.0,3.0,,6,2.0,,,1457.0,1457,,,,,06037,,2,,,,7,33932614,-118038797,5487.0,,,,,,0100,261,LCR1*,060375031.031008,118225,3101,,96173,0.0,,,,1,,,1950.0,,,104493.0,254447.0,2016,149954.0,3306.41,,,60375031031008
12728340,,,,2.0,5.0,,4,2.0,,,1773.0,1773,,,,,06037,,2,,,,7,33931954,-118042336,9148.0,1,,,,1,0103,261,LCA1YY,060375029.023000,118225,3101,,96173,0.0,,,,1,,,1953.0,,,157172.0,220640.0,2016,63468.0,2936.49,,,60375029023000
12728632,,,,1.0,3.0,,4,1.0,,,1013.0,1013,,,,,06037,,1,,,,7,33928315,-118040833,5468.0,,,,,,0100,261,LCR1YY,060375031.032002,118225,3101,,96173,0.0,,,,1,,,1952.0,,,89843.0,282848.0,2016,193005.0,2800.55,,,60375031032002
12729313,,,,1.0,4.0,,4,1.0,,,1255.0,1255,,,,,06037,,1,,,,7,33926731,-118038241,5050.0,,,,,,0100,261,LCA1*,060375031.032004,118225,3101,,96173,0.0,,,,1,,,1953.0,,,105571.0,279580.0,2016,174009.0,3669.39,,,60375031032004
12729466,1,,,3.0,2.0,,6,3.0,,,1317.0,1317,,,,,06037,,3,,,,2,33923600,-118033000,37603.0,,,,,,010C,266,LCR3*,060375031.052001,118225,3101,,96172,0.0,,,,1,,,1986.0,,,178944.0,210601.0,2016,31657.0,2825.56,,,60375031052001
12729512,,,,3.0,2.0,,6,3.0,,,1461.0,1461,,,,,06037,,3,,,,2,33922600,-118032000,52723.0,1,,,,1,010C,266,LCR3*,060375031.052014,118225,3101,,96172,0.0,,,,1,,,1985.0,,,103283.0,259416.0,2016,156133.0,3395.88,,,60375031052014
